authors,title,views,citations
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Simultaneous Grouping Pursuit and Feature Selection Over an Undirected Graph,711,10
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Heteroscedasticity and Autocorrelation Robust Structural Change Detection,753,10
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",The Poisson Compound Decision Problem Revisited,900,5
 David A.   Friedenberg  &  Christopher R.   Genovese ,In Praise of Simplicity not Mathematistry! Ten Simple Powerful Ideas for the Statistical Scientist,11632,7
 David A.   Friedenberg  &  Christopher R.   Genovese ,Partially Ordered Mixed Hidden Markov Model for the Disablement Process of Older Adults,606,13
 David A.   Friedenberg  &  Christopher R.   Genovese ,A Generalized Fellegi–Sunter Framework for Multiple Record Linkage With Application to Homicide Record Systems,592,18
 David A.   Friedenberg  &  Christopher R.   Genovese ,Tracking Multiple Targets Using Binary Decisions From Wireless Sensor Networks,400,0
 David A.   Friedenberg  &  Christopher R.   Genovese ,Spline-Based Emulators for Radiative Shock Experiments With Measurement Error,755,7
 David A.   Friedenberg  &  Christopher R.   Genovese ,A Bayesian Reliability Analysis of Neutron-Induced Errors in High Performance Computing Hardware,277,3
 David A.   Friedenberg  &  Christopher R.   Genovese ,Treatment Evaluation With Selective Participation and Ineligibles,539,1
 David A.   Friedenberg  &  Christopher R.   Genovese ,Straight to the Source: Detecting Aggregate Objects in Astronomical Images With Proper Error Control,226,3
 David A.   Friedenberg  &  Christopher R.   Genovese ,Mediation and Spillover Effects in Group-Randomized Trials: A Case Study of the 4Rs Educational Intervention,604,11
 David A.   Friedenberg  &  Christopher R.   Genovese ,A Hierarchical Bayesian Approach for Aerosol Retrieval Using MISR Data,425,2
 David A.   Friedenberg  &  Christopher R.   Genovese ,Bayesian Hierarchical Poisson Regression Models: An Application to a Driving Study With Kinematic Events,656,11
 David A.   Friedenberg  &  Christopher R.   Genovese ,Partially Identified Treatment Effects Under Imperfect Compliance: The Case of Domestic Violence,570,6
 David A.   Friedenberg  &  Christopher R.   Genovese ,A Study of Mexican Free-Tailed Bat Chirp Syllables: Bayesian Functional Mixed Models for Nonstationary Acoustic Time Series,237,7
 David A.   Friedenberg  &  Christopher R.   Genovese ,Effectively Selecting a Target Population for a Future Comparative Study,958,37
 David A.   Friedenberg  &  Christopher R.   Genovese ,Tensor Regression with Applications in Neuroimaging Data Analysis,1863,43
 David A.   Friedenberg  &  Christopher R.   Genovese ,Auxiliary Marker-Assisted Classification in the Absence of Class Identifiers,358,3
 David A.   Friedenberg  &  Christopher R.   Genovese ,Unified Analysis of Secondary Traits in Case–Control Association Studies,348,4
 David A.   Friedenberg  &  Christopher R.   Genovese ,Clustering High-Dimensional Time Series Based on Parallelism,798,1
 David A.   Friedenberg  &  Christopher R.   Genovese ,Bayesian Subset Modeling for High-Dimensional Generalized Linear Models,1342,8
 David A.   Friedenberg  &  Christopher R.   Genovese ,Empirical Bayes Confidence Intervals for Selected Parameters in High-Dimensional Data,1057,3
 David A.   Friedenberg  &  Christopher R.   Genovese ,Oracally Efficient Two-Step Estimation of Generalized Additive Model,608,7
 David A.   Friedenberg  &  Christopher R.   Genovese ,Robust Variable Selection With Exponential Squared Loss,1349,29
 David A.   Friedenberg  &  Christopher R.   Genovese ,Efficient Robust Regression via Two-Stage Generalized Empirical Likelihood,1047,6
 David A.   Friedenberg  &  Christopher R.   Genovese ,Bayesian Gaussian Copula Factor Models for Mixed Data,1157,24
 David A.   Friedenberg  &  Christopher R.   Genovese ,Nonparametric Identification of Copula Structures,687,6
 David A.   Friedenberg  &  Christopher R.   Genovese ,Copula-Based Regression Estimation and Inference,1250,17
 David A.   Friedenberg  &  Christopher R.   Genovese ,Simulated Method of Moments Estimation for Copula-Based Multivariate Models,751,11
 David A.   Friedenberg  &  Christopher R.   Genovese ,Linear Transformation Model With Parametric Covariate Transformations,574,0
 David A.   Friedenberg  &  Christopher R.   Genovese ,Simultaneous Grouping Pursuit and Feature Selection Over an Undirected Graph,711,10
 David A.   Friedenberg  &  Christopher R.   Genovese ,Heteroscedasticity and Autocorrelation Robust Structural Change Detection,753,10
 David A.   Friedenberg  &  Christopher R.   Genovese ,The Poisson Compound Decision Problem Revisited,900,5
 Dong   Hwan   Oh  &  Andrew J.   Patton ,In Praise of Simplicity not Mathematistry! Ten Simple Powerful Ideas for the Statistical Scientist,11632,7
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Partially Ordered Mixed Hidden Markov Model for the Disablement Process of Older Adults,606,13
 Dong   Hwan   Oh  &  Andrew J.   Patton ,A Generalized Fellegi–Sunter Framework for Multiple Record Linkage With Application to Homicide Record Systems,592,18
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Tracking Multiple Targets Using Binary Decisions From Wireless Sensor Networks,400,0
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Spline-Based Emulators for Radiative Shock Experiments With Measurement Error,755,7
 Dong   Hwan   Oh  &  Andrew J.   Patton ,A Bayesian Reliability Analysis of Neutron-Induced Errors in High Performance Computing Hardware,277,3
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Treatment Evaluation With Selective Participation and Ineligibles,539,1
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Straight to the Source: Detecting Aggregate Objects in Astronomical Images With Proper Error Control,226,3
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Mediation and Spillover Effects in Group-Randomized Trials: A Case Study of the 4Rs Educational Intervention,604,11
 Dong   Hwan   Oh  &  Andrew J.   Patton ,A Hierarchical Bayesian Approach for Aerosol Retrieval Using MISR Data,425,2
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Bayesian Hierarchical Poisson Regression Models: An Application to a Driving Study With Kinematic Events,656,11
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Partially Identified Treatment Effects Under Imperfect Compliance: The Case of Domestic Violence,570,6
 Dong   Hwan   Oh  &  Andrew J.   Patton ,A Study of Mexican Free-Tailed Bat Chirp Syllables: Bayesian Functional Mixed Models for Nonstationary Acoustic Time Series,237,7
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Effectively Selecting a Target Population for a Future Comparative Study,958,37
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Tensor Regression with Applications in Neuroimaging Data Analysis,1863,43
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Auxiliary Marker-Assisted Classification in the Absence of Class Identifiers,358,3
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Unified Analysis of Secondary Traits in Case–Control Association Studies,348,4
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Clustering High-Dimensional Time Series Based on Parallelism,798,1
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Bayesian Subset Modeling for High-Dimensional Generalized Linear Models,1342,8
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Empirical Bayes Confidence Intervals for Selected Parameters in High-Dimensional Data,1057,3
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Oracally Efficient Two-Step Estimation of Generalized Additive Model,608,7
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Robust Variable Selection With Exponential Squared Loss,1349,29
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Efficient Robust Regression via Two-Stage Generalized Empirical Likelihood,1047,6
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Bayesian Gaussian Copula Factor Models for Mixed Data,1157,24
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Nonparametric Identification of Copula Structures,687,6
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Copula-Based Regression Estimation and Inference,1250,17
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Simulated Method of Moments Estimation for Copula-Based Multivariate Models,751,11
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Linear Transformation Model With Parametric Covariate Transformations,574,0
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Simultaneous Grouping Pursuit and Feature Selection Over an Undirected Graph,711,10
 Dong   Hwan   Oh  &  Andrew J.   Patton ,Heteroscedasticity and Autocorrelation Robust Structural Change Detection,753,10
 Dong   Hwan   Oh  &  Andrew J.   Patton ,The Poisson Compound Decision Problem Revisited,900,5
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",In Praise of Simplicity not Mathematistry! Ten Simple Powerful Ideas for the Statistical Scientist,11632,7
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Partially Ordered Mixed Hidden Markov Model for the Disablement Process of Older Adults,606,13
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",A Generalized Fellegi–Sunter Framework for Multiple Record Linkage With Application to Homicide Record Systems,592,18
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Tracking Multiple Targets Using Binary Decisions From Wireless Sensor Networks,400,0
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Spline-Based Emulators for Radiative Shock Experiments With Measurement Error,755,7
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",A Bayesian Reliability Analysis of Neutron-Induced Errors in High Performance Computing Hardware,277,3
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Treatment Evaluation With Selective Participation and Ineligibles,539,1
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Straight to the Source: Detecting Aggregate Objects in Astronomical Images With Proper Error Control,226,3
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Mediation and Spillover Effects in Group-Randomized Trials: A Case Study of the 4Rs Educational Intervention,604,11
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",A Hierarchical Bayesian Approach for Aerosol Retrieval Using MISR Data,425,2
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Bayesian Hierarchical Poisson Regression Models: An Application to a Driving Study With Kinematic Events,656,11
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Partially Identified Treatment Effects Under Imperfect Compliance: The Case of Domestic Violence,570,6
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",A Study of Mexican Free-Tailed Bat Chirp Syllables: Bayesian Functional Mixed Models for Nonstationary Acoustic Time Series,237,7
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Effectively Selecting a Target Population for a Future Comparative Study,958,37
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Tensor Regression with Applications in Neuroimaging Data Analysis,1863,43
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Auxiliary Marker-Assisted Classification in the Absence of Class Identifiers,358,3
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Unified Analysis of Secondary Traits in Case–Control Association Studies,348,4
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Clustering High-Dimensional Time Series Based on Parallelism,798,1
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Bayesian Subset Modeling for High-Dimensional Generalized Linear Models,1342,8
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Empirical Bayes Confidence Intervals for Selected Parameters in High-Dimensional Data,1057,3
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Oracally Efficient Two-Step Estimation of Generalized Additive Model,608,7
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Robust Variable Selection With Exponential Squared Loss,1349,29
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Efficient Robust Regression via Two-Stage Generalized Empirical Likelihood,1047,6
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Bayesian Gaussian Copula Factor Models for Mixed Data,1157,24
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Nonparametric Identification of Copula Structures,687,6
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Copula-Based Regression Estimation and Inference,1250,17
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Simulated Method of Moments Estimation for Copula-Based Multivariate Models,751,11
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Linear Transformation Model With Parametric Covariate Transformations,574,0
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Simultaneous Grouping Pursuit and Feature Selection Over an Undirected Graph,711,10
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",Heteroscedasticity and Autocorrelation Robust Structural Change Detection,753,10
" Edward   Ip ,  Qiang   Zhang ,  Jack   Rejeski ,  Tammy   Harris  &  Stephen   Kritchevsky ",The Poisson Compound Decision Problem Revisited,900,5
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",In Praise of Simplicity not Mathematistry! Ten Simple Powerful Ideas for the Statistical Scientist,11632,7
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Partially Ordered Mixed Hidden Markov Model for the Disablement Process of Older Adults,606,13
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",A Generalized Fellegi–Sunter Framework for Multiple Record Linkage With Application to Homicide Record Systems,592,18
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Tracking Multiple Targets Using Binary Decisions From Wireless Sensor Networks,400,0
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Spline-Based Emulators for Radiative Shock Experiments With Measurement Error,755,7
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",A Bayesian Reliability Analysis of Neutron-Induced Errors in High Performance Computing Hardware,277,3
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Treatment Evaluation With Selective Participation and Ineligibles,539,1
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Straight to the Source: Detecting Aggregate Objects in Astronomical Images With Proper Error Control,226,3
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Mediation and Spillover Effects in Group-Randomized Trials: A Case Study of the 4Rs Educational Intervention,604,11
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",A Hierarchical Bayesian Approach for Aerosol Retrieval Using MISR Data,425,2
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Bayesian Hierarchical Poisson Regression Models: An Application to a Driving Study With Kinematic Events,656,11
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Partially Identified Treatment Effects Under Imperfect Compliance: The Case of Domestic Violence,570,6
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",A Study of Mexican Free-Tailed Bat Chirp Syllables: Bayesian Functional Mixed Models for Nonstationary Acoustic Time Series,237,7
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Effectively Selecting a Target Population for a Future Comparative Study,958,37
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Tensor Regression with Applications in Neuroimaging Data Analysis,1863,43
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Auxiliary Marker-Assisted Classification in the Absence of Class Identifiers,358,3
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Unified Analysis of Secondary Traits in Case–Control Association Studies,348,4
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Clustering High-Dimensional Time Series Based on Parallelism,798,1
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Bayesian Subset Modeling for High-Dimensional Generalized Linear Models,1342,8
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Empirical Bayes Confidence Intervals for Selected Parameters in High-Dimensional Data,1057,3
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Oracally Efficient Two-Step Estimation of Generalized Additive Model,608,7
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Robust Variable Selection With Exponential Squared Loss,1349,29
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Efficient Robust Regression via Two-Stage Generalized Empirical Likelihood,1047,6
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Bayesian Gaussian Copula Factor Models for Mixed Data,1157,24
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Nonparametric Identification of Copula Structures,687,6
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Copula-Based Regression Estimation and Inference,1250,17
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Simulated Method of Moments Estimation for Copula-Based Multivariate Models,751,11
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Linear Transformation Model With Parametric Covariate Transformations,574,0
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Simultaneous Grouping Pursuit and Feature Selection Over an Undirected Graph,711,10
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",Heteroscedasticity and Autocorrelation Robust Structural Change Detection,753,10
" Faming   Liang ,  Qifan   Song  &  Kai   Yu ",The Poisson Compound Decision Problem Revisited,900,5
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",In Praise of Simplicity not Mathematistry! Ten Simple Powerful Ideas for the Statistical Scientist,11632,7
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Partially Ordered Mixed Hidden Markov Model for the Disablement Process of Older Adults,606,13
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",A Generalized Fellegi–Sunter Framework for Multiple Record Linkage With Application to Homicide Record Systems,592,18
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Tracking Multiple Targets Using Binary Decisions From Wireless Sensor Networks,400,0
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Spline-Based Emulators for Radiative Shock Experiments With Measurement Error,755,7
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",A Bayesian Reliability Analysis of Neutron-Induced Errors in High Performance Computing Hardware,277,3
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Treatment Evaluation With Selective Participation and Ineligibles,539,1
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Straight to the Source: Detecting Aggregate Objects in Astronomical Images With Proper Error Control,226,3
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Mediation and Spillover Effects in Group-Randomized Trials: A Case Study of the 4Rs Educational Intervention,604,11
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",A Hierarchical Bayesian Approach for Aerosol Retrieval Using MISR Data,425,2
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Bayesian Hierarchical Poisson Regression Models: An Application to a Driving Study With Kinematic Events,656,11
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Partially Identified Treatment Effects Under Imperfect Compliance: The Case of Domestic Violence,570,6
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",A Study of Mexican Free-Tailed Bat Chirp Syllables: Bayesian Functional Mixed Models for Nonstationary Acoustic Time Series,237,7
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Effectively Selecting a Target Population for a Future Comparative Study,958,37
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Tensor Regression with Applications in Neuroimaging Data Analysis,1863,43
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Auxiliary Marker-Assisted Classification in the Absence of Class Identifiers,358,3
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Unified Analysis of Secondary Traits in Case–Control Association Studies,348,4
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Clustering High-Dimensional Time Series Based on Parallelism,798,1
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Bayesian Subset Modeling for High-Dimensional Generalized Linear Models,1342,8
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Empirical Bayes Confidence Intervals for Selected Parameters in High-Dimensional Data,1057,3
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Oracally Efficient Two-Step Estimation of Generalized Additive Model,608,7
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Robust Variable Selection With Exponential Squared Loss,1349,29
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Efficient Robust Regression via Two-Stage Generalized Empirical Likelihood,1047,6
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Bayesian Gaussian Copula Factor Models for Mixed Data,1157,24
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Nonparametric Identification of Copula Structures,687,6
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Copula-Based Regression Estimation and Inference,1250,17
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Simulated Method of Moments Estimation for Copula-Based Multivariate Models,751,11
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Linear Transformation Model With Parametric Covariate Transformations,574,0
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Simultaneous Grouping Pursuit and Feature Selection Over an Undirected Graph,711,10
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",Heteroscedasticity and Autocorrelation Robust Structural Change Detection,753,10
" Hohsuk   Noh ,  Anouar   El   Ghouch  &  Taoufik   Bouezmarni ",The Poisson Compound Decision Problem Revisited,900,5
 Howard D.   Bondell  &  Leonard A.   Stefanski ,In Praise of Simplicity not Mathematistry! Ten Simple Powerful Ideas for the Statistical Scientist,11632,7
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Partially Ordered Mixed Hidden Markov Model for the Disablement Process of Older Adults,606,13
 Howard D.   Bondell  &  Leonard A.   Stefanski ,A Generalized Fellegi–Sunter Framework for Multiple Record Linkage With Application to Homicide Record Systems,592,18
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Tracking Multiple Targets Using Binary Decisions From Wireless Sensor Networks,400,0
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Spline-Based Emulators for Radiative Shock Experiments With Measurement Error,755,7
 Howard D.   Bondell  &  Leonard A.   Stefanski ,A Bayesian Reliability Analysis of Neutron-Induced Errors in High Performance Computing Hardware,277,3
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Treatment Evaluation With Selective Participation and Ineligibles,539,1
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Straight to the Source: Detecting Aggregate Objects in Astronomical Images With Proper Error Control,226,3
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Mediation and Spillover Effects in Group-Randomized Trials: A Case Study of the 4Rs Educational Intervention,604,11
 Howard D.   Bondell  &  Leonard A.   Stefanski ,A Hierarchical Bayesian Approach for Aerosol Retrieval Using MISR Data,425,2
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Bayesian Hierarchical Poisson Regression Models: An Application to a Driving Study With Kinematic Events,656,11
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Partially Identified Treatment Effects Under Imperfect Compliance: The Case of Domestic Violence,570,6
 Howard D.   Bondell  &  Leonard A.   Stefanski ,A Study of Mexican Free-Tailed Bat Chirp Syllables: Bayesian Functional Mixed Models for Nonstationary Acoustic Time Series,237,7
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Effectively Selecting a Target Population for a Future Comparative Study,958,37
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Tensor Regression with Applications in Neuroimaging Data Analysis,1863,43
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Auxiliary Marker-Assisted Classification in the Absence of Class Identifiers,358,3
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Unified Analysis of Secondary Traits in Case–Control Association Studies,348,4
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Clustering High-Dimensional Time Series Based on Parallelism,798,1
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Bayesian Subset Modeling for High-Dimensional Generalized Linear Models,1342,8
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Empirical Bayes Confidence Intervals for Selected Parameters in High-Dimensional Data,1057,3
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Oracally Efficient Two-Step Estimation of Generalized Additive Model,608,7
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Robust Variable Selection With Exponential Squared Loss,1349,29
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Efficient Robust Regression via Two-Stage Generalized Empirical Likelihood,1047,6
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Bayesian Gaussian Copula Factor Models for Mixed Data,1157,24
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Nonparametric Identification of Copula Structures,687,6
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Copula-Based Regression Estimation and Inference,1250,17
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Simulated Method of Moments Estimation for Copula-Based Multivariate Models,751,11
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Linear Transformation Model With Parametric Covariate Transformations,574,0
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Simultaneous Grouping Pursuit and Feature Selection Over an Undirected Graph,711,10
 Howard D.   Bondell  &  Leonard A.   Stefanski ,Heteroscedasticity and Autocorrelation Robust Structural Change Detection,753,10
 Howard D.   Bondell  &  Leonard A.   Stefanski ,The Poisson Compound Decision Problem Revisited,900,5
" Hua   Zhou ,  Lexin   Li  &  Hongtu   Zhu ",In Praise of Simplicity not Mathematistry! Ten Simple Powerful Ideas for the Statistical Scientist,11632,7
" Hua   Zhou ,  Lexin   Li  &  Hongtu   Zhu ",Partially Ordered Mixed Hidden Markov Model for the Disablement Process of Older Adults,606,13
" Hua   Zhou ,  Lexin   Li  &  Hongtu   Zhu ",A Generalized Fellegi–Sunter Framework for Multiple Record Linkage With Application to Homicide Record Systems,592,18
" Hua   Zhou ,  Lexin   Li  &  Hongtu   Zhu ",Tracking Multiple Targets Using Binary Decisions From Wireless Sensor Networks,400,0
