authors,title,views,citations
" Tyler J.   Vanderweele ,  Guanglei   Hong ,  Stephanie M.   Jones  &  Joshua L.   Brown ",Robust Variable Selection With Exponential Squared Loss,1349,29
" Tyler J.   Vanderweele ,  Guanglei   Hong ,  Stephanie M.   Jones  &  Joshua L.   Brown ",Efficient Robust Regression via Two-Stage Generalized Empirical Likelihood,1047,6
" Tyler J.   Vanderweele ,  Guanglei   Hong ,  Stephanie M.   Jones  &  Joshua L.   Brown ",Bayesian Gaussian Copula Factor Models for Mixed Data,1157,24
" Tyler J.   Vanderweele ,  Guanglei   Hong ,  Stephanie M.   Jones  &  Joshua L.   Brown ",Nonparametric Identification of Copula Structures,687,6
" Tyler J.   Vanderweele ,  Guanglei   Hong ,  Stephanie M.   Jones  &  Joshua L.   Brown ",Copula-Based Regression Estimation and Inference,1250,17
" Tyler J.   Vanderweele ,  Guanglei   Hong ,  Stephanie M.   Jones  &  Joshua L.   Brown ",Simulated Method of Moments Estimation for Copula-Based Multivariate Models,751,11
" Tyler J.   Vanderweele ,  Guanglei   Hong ,  Stephanie M.   Jones  &  Joshua L.   Brown ",Linear Transformation Model With Parametric Covariate Transformations,574,0
" Tyler J.   Vanderweele ,  Guanglei   Hong ,  Stephanie M.   Jones  &  Joshua L.   Brown ",Simultaneous Grouping Pursuit and Feature Selection Over an Undirected Graph,711,10
" Tyler J.   Vanderweele ,  Guanglei   Hong ,  Stephanie M.   Jones  &  Joshua L.   Brown ",Heteroscedasticity and Autocorrelation Robust Structural Change Detection,753,10
" Tyler J.   Vanderweele ,  Guanglei   Hong ,  Stephanie M.   Jones  &  Joshua L.   Brown ",The Poisson Compound Decision Problem Revisited,900,5
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",In Praise of Simplicity not Mathematistry! Ten Simple Powerful Ideas for the Statistical Scientist,11632,7
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Partially Ordered Mixed Hidden Markov Model for the Disablement Process of Older Adults,606,13
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",A Generalized Fellegi–Sunter Framework for Multiple Record Linkage With Application to Homicide Record Systems,592,18
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Tracking Multiple Targets Using Binary Decisions From Wireless Sensor Networks,400,0
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Spline-Based Emulators for Radiative Shock Experiments With Measurement Error,755,7
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",A Bayesian Reliability Analysis of Neutron-Induced Errors in High Performance Computing Hardware,277,3
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Treatment Evaluation With Selective Participation and Ineligibles,539,1
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Straight to the Source: Detecting Aggregate Objects in Astronomical Images With Proper Error Control,226,3
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Mediation and Spillover Effects in Group-Randomized Trials: A Case Study of the 4Rs Educational Intervention,604,11
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",A Hierarchical Bayesian Approach for Aerosol Retrieval Using MISR Data,425,2
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Bayesian Hierarchical Poisson Regression Models: An Application to a Driving Study With Kinematic Events,656,11
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Partially Identified Treatment Effects Under Imperfect Compliance: The Case of Domestic Violence,570,6
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",A Study of Mexican Free-Tailed Bat Chirp Syllables: Bayesian Functional Mixed Models for Nonstationary Acoustic Time Series,237,7
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Effectively Selecting a Target Population for a Future Comparative Study,958,37
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Tensor Regression with Applications in Neuroimaging Data Analysis,1863,43
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Auxiliary Marker-Assisted Classification in the Absence of Class Identifiers,358,3
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Unified Analysis of Secondary Traits in Case–Control Association Studies,348,4
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Clustering High-Dimensional Time Series Based on Parallelism,798,1
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Bayesian Subset Modeling for High-Dimensional Generalized Linear Models,1342,8
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Empirical Bayes Confidence Intervals for Selected Parameters in High-Dimensional Data,1057,3
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Oracally Efficient Two-Step Estimation of Generalized Additive Model,608,7
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Robust Variable Selection With Exponential Squared Loss,1349,29
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Efficient Robust Regression via Two-Stage Generalized Empirical Likelihood,1047,6
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Bayesian Gaussian Copula Factor Models for Mixed Data,1157,24
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Nonparametric Identification of Copula Structures,687,6
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Copula-Based Regression Estimation and Inference,1250,17
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Simulated Method of Moments Estimation for Copula-Based Multivariate Models,751,11
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Linear Transformation Model With Parametric Covariate Transformations,574,0
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Simultaneous Grouping Pursuit and Feature Selection Over an Undirected Graph,711,10
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",Heteroscedasticity and Autocorrelation Robust Structural Change Detection,753,10
" Xueqin   Wang ,  Yunlu   Jiang ,  Mian   Huang  &  Heping   Zhang ",The Poisson Compound Decision Problem Revisited,900,5
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",In Praise of Simplicity not Mathematistry! Ten Simple Powerful Ideas for the Statistical Scientist,11632,7
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Partially Ordered Mixed Hidden Markov Model for the Disablement Process of Older Adults,606,13
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",A Generalized Fellegi–Sunter Framework for Multiple Record Linkage With Application to Homicide Record Systems,592,18
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Tracking Multiple Targets Using Binary Decisions From Wireless Sensor Networks,400,0
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Spline-Based Emulators for Radiative Shock Experiments With Measurement Error,755,7
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",A Bayesian Reliability Analysis of Neutron-Induced Errors in High Performance Computing Hardware,277,3
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Treatment Evaluation With Selective Participation and Ineligibles,539,1
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Straight to the Source: Detecting Aggregate Objects in Astronomical Images With Proper Error Control,226,3
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Mediation and Spillover Effects in Group-Randomized Trials: A Case Study of the 4Rs Educational Intervention,604,11
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",A Hierarchical Bayesian Approach for Aerosol Retrieval Using MISR Data,425,2
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Bayesian Hierarchical Poisson Regression Models: An Application to a Driving Study With Kinematic Events,656,11
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Partially Identified Treatment Effects Under Imperfect Compliance: The Case of Domestic Violence,570,6
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",A Study of Mexican Free-Tailed Bat Chirp Syllables: Bayesian Functional Mixed Models for Nonstationary Acoustic Time Series,237,7
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Effectively Selecting a Target Population for a Future Comparative Study,958,37
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Tensor Regression with Applications in Neuroimaging Data Analysis,1863,43
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Auxiliary Marker-Assisted Classification in the Absence of Class Identifiers,358,3
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Unified Analysis of Secondary Traits in Case–Control Association Studies,348,4
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Clustering High-Dimensional Time Series Based on Parallelism,798,1
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Bayesian Subset Modeling for High-Dimensional Generalized Linear Models,1342,8
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Empirical Bayes Confidence Intervals for Selected Parameters in High-Dimensional Data,1057,3
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Oracally Efficient Two-Step Estimation of Generalized Additive Model,608,7
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Robust Variable Selection With Exponential Squared Loss,1349,29
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Efficient Robust Regression via Two-Stage Generalized Empirical Likelihood,1047,6
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Bayesian Gaussian Copula Factor Models for Mixed Data,1157,24
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Nonparametric Identification of Copula Structures,687,6
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Copula-Based Regression Estimation and Inference,1250,17
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Simulated Method of Moments Estimation for Copula-Based Multivariate Models,751,11
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Linear Transformation Model With Parametric Covariate Transformations,574,0
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Simultaneous Grouping Pursuit and Feature Selection Over an Undirected Graph,711,10
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",Heteroscedasticity and Autocorrelation Robust Structural Change Detection,753,10
" Yuanjia   Wang ,  Huaihou   Chen ,  Donglin   Zeng ,  Christine   Mauro ,  Naihua   Duan  &  M.   Katherine   Shear ",The Poisson Compound Decision Problem Revisited,900,5
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",In Praise of Simplicity not Mathematistry! Ten Simple Powerful Ideas for the Statistical Scientist,11632,7
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Partially Ordered Mixed Hidden Markov Model for the Disablement Process of Older Adults,606,13
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",A Generalized Fellegi–Sunter Framework for Multiple Record Linkage With Application to Homicide Record Systems,592,18
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Tracking Multiple Targets Using Binary Decisions From Wireless Sensor Networks,400,0
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Spline-Based Emulators for Radiative Shock Experiments With Measurement Error,755,7
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",A Bayesian Reliability Analysis of Neutron-Induced Errors in High Performance Computing Hardware,277,3
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Treatment Evaluation With Selective Participation and Ineligibles,539,1
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Straight to the Source: Detecting Aggregate Objects in Astronomical Images With Proper Error Control,226,3
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Mediation and Spillover Effects in Group-Randomized Trials: A Case Study of the 4Rs Educational Intervention,604,11
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",A Hierarchical Bayesian Approach for Aerosol Retrieval Using MISR Data,425,2
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Bayesian Hierarchical Poisson Regression Models: An Application to a Driving Study With Kinematic Events,656,11
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Partially Identified Treatment Effects Under Imperfect Compliance: The Case of Domestic Violence,570,6
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",A Study of Mexican Free-Tailed Bat Chirp Syllables: Bayesian Functional Mixed Models for Nonstationary Acoustic Time Series,237,7
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Effectively Selecting a Target Population for a Future Comparative Study,958,37
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Tensor Regression with Applications in Neuroimaging Data Analysis,1863,43
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Auxiliary Marker-Assisted Classification in the Absence of Class Identifiers,358,3
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Unified Analysis of Secondary Traits in Case–Control Association Studies,348,4
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Clustering High-Dimensional Time Series Based on Parallelism,798,1
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Bayesian Subset Modeling for High-Dimensional Generalized Linear Models,1342,8
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Empirical Bayes Confidence Intervals for Selected Parameters in High-Dimensional Data,1057,3
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Oracally Efficient Two-Step Estimation of Generalized Additive Model,608,7
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Robust Variable Selection With Exponential Squared Loss,1349,29
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Efficient Robust Regression via Two-Stage Generalized Empirical Likelihood,1047,6
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Bayesian Gaussian Copula Factor Models for Mixed Data,1157,24
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Nonparametric Identification of Copula Structures,687,6
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Copula-Based Regression Estimation and Inference,1250,17
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Simulated Method of Moments Estimation for Copula-Based Multivariate Models,751,11
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Linear Transformation Model With Parametric Covariate Transformations,574,0
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Simultaneous Grouping Pursuit and Feature Selection Over an Undirected Graph,711,10
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",Heteroscedasticity and Autocorrelation Robust Structural Change Detection,753,10
" Yueqing   Wang ,  Xin   Jiang ,  Bin   Yu  &  Ming   Jiang ",The Poisson Compound Decision Problem Revisited,900,5
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",In Praise of Simplicity not Mathematistry! Ten Simple Powerful Ideas for the Statistical Scientist,11632,7
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Partially Ordered Mixed Hidden Markov Model for the Disablement Process of Older Adults,606,13
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",A Generalized Fellegi–Sunter Framework for Multiple Record Linkage With Application to Homicide Record Systems,592,18
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Tracking Multiple Targets Using Binary Decisions From Wireless Sensor Networks,400,0
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Spline-Based Emulators for Radiative Shock Experiments With Measurement Error,755,7
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",A Bayesian Reliability Analysis of Neutron-Induced Errors in High Performance Computing Hardware,277,3
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Treatment Evaluation With Selective Participation and Ineligibles,539,1
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Straight to the Source: Detecting Aggregate Objects in Astronomical Images With Proper Error Control,226,3
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Mediation and Spillover Effects in Group-Randomized Trials: A Case Study of the 4Rs Educational Intervention,604,11
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",A Hierarchical Bayesian Approach for Aerosol Retrieval Using MISR Data,425,2
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Bayesian Hierarchical Poisson Regression Models: An Application to a Driving Study With Kinematic Events,656,11
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Partially Identified Treatment Effects Under Imperfect Compliance: The Case of Domestic Violence,570,6
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",A Study of Mexican Free-Tailed Bat Chirp Syllables: Bayesian Functional Mixed Models for Nonstationary Acoustic Time Series,237,7
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Effectively Selecting a Target Population for a Future Comparative Study,958,37
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Tensor Regression with Applications in Neuroimaging Data Analysis,1863,43
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Auxiliary Marker-Assisted Classification in the Absence of Class Identifiers,358,3
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Unified Analysis of Secondary Traits in Case–Control Association Studies,348,4
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Clustering High-Dimensional Time Series Based on Parallelism,798,1
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Bayesian Subset Modeling for High-Dimensional Generalized Linear Models,1342,8
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Empirical Bayes Confidence Intervals for Selected Parameters in High-Dimensional Data,1057,3
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Oracally Efficient Two-Step Estimation of Generalized Additive Model,608,7
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Robust Variable Selection With Exponential Squared Loss,1349,29
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Efficient Robust Regression via Two-Stage Generalized Empirical Likelihood,1047,6
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Bayesian Gaussian Copula Factor Models for Mixed Data,1157,24
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Nonparametric Identification of Copula Structures,687,6
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Copula-Based Regression Estimation and Inference,1250,17
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Simulated Method of Moments Estimation for Copula-Based Multivariate Models,751,11
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Linear Transformation Model With Parametric Covariate Transformations,574,0
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Simultaneous Grouping Pursuit and Feature Selection Over an Undirected Graph,711,10
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",Heteroscedasticity and Autocorrelation Robust Structural Change Detection,753,10
" Yunzhang   Zhu ,  Xiaotong   Shen  &  Wei   Pan ",The Poisson Compound Decision Problem Revisited,900,5
 Zahra   Siddique ,In Praise of Simplicity not Mathematistry! Ten Simple Powerful Ideas for the Statistical Scientist,11632,7
 Zahra   Siddique ,Partially Ordered Mixed Hidden Markov Model for the Disablement Process of Older Adults,606,13
 Zahra   Siddique ,A Generalized Fellegi–Sunter Framework for Multiple Record Linkage With Application to Homicide Record Systems,592,18
 Zahra   Siddique ,Tracking Multiple Targets Using Binary Decisions From Wireless Sensor Networks,400,0
 Zahra   Siddique ,Spline-Based Emulators for Radiative Shock Experiments With Measurement Error,755,7
 Zahra   Siddique ,A Bayesian Reliability Analysis of Neutron-Induced Errors in High Performance Computing Hardware,277,3
 Zahra   Siddique ,Treatment Evaluation With Selective Participation and Ineligibles,539,1
 Zahra   Siddique ,Straight to the Source: Detecting Aggregate Objects in Astronomical Images With Proper Error Control,226,3
 Zahra   Siddique ,Mediation and Spillover Effects in Group-Randomized Trials: A Case Study of the 4Rs Educational Intervention,604,11
 Zahra   Siddique ,A Hierarchical Bayesian Approach for Aerosol Retrieval Using MISR Data,425,2
 Zahra   Siddique ,Bayesian Hierarchical Poisson Regression Models: An Application to a Driving Study With Kinematic Events,656,11
 Zahra   Siddique ,Partially Identified Treatment Effects Under Imperfect Compliance: The Case of Domestic Violence,570,6
 Zahra   Siddique ,A Study of Mexican Free-Tailed Bat Chirp Syllables: Bayesian Functional Mixed Models for Nonstationary Acoustic Time Series,237,7
 Zahra   Siddique ,Effectively Selecting a Target Population for a Future Comparative Study,958,37
 Zahra   Siddique ,Tensor Regression with Applications in Neuroimaging Data Analysis,1863,43
 Zahra   Siddique ,Auxiliary Marker-Assisted Classification in the Absence of Class Identifiers,358,3
 Zahra   Siddique ,Unified Analysis of Secondary Traits in Case–Control Association Studies,348,4
 Zahra   Siddique ,Clustering High-Dimensional Time Series Based on Parallelism,798,1
 Zahra   Siddique ,Bayesian Subset Modeling for High-Dimensional Generalized Linear Models,1342,8
 Zahra   Siddique ,Empirical Bayes Confidence Intervals for Selected Parameters in High-Dimensional Data,1057,3
 Zahra   Siddique ,Oracally Efficient Two-Step Estimation of Generalized Additive Model,608,7
 Zahra   Siddique ,Robust Variable Selection With Exponential Squared Loss,1349,29
 Zahra   Siddique ,Efficient Robust Regression via Two-Stage Generalized Empirical Likelihood,1047,6
 Zahra   Siddique ,Bayesian Gaussian Copula Factor Models for Mixed Data,1157,24
 Zahra   Siddique ,Nonparametric Identification of Copula Structures,687,6
 Zahra   Siddique ,Copula-Based Regression Estimation and Inference,1250,17
 Zahra   Siddique ,Simulated Method of Moments Estimation for Copula-Based Multivariate Models,751,11
 Zahra   Siddique ,Linear Transformation Model With Parametric Covariate Transformations,574,0
 Zahra   Siddique ,Simultaneous Grouping Pursuit and Feature Selection Over an Undirected Graph,711,10
 Zahra   Siddique ,Heteroscedasticity and Autocorrelation Robust Structural Change Detection,753,10
 Zahra   Siddique ,The Poisson Compound Decision Problem Revisited,900,5
 Zhou   Zhou ,In Praise of Simplicity not Mathematistry! Ten Simple Powerful Ideas for the Statistical Scientist,11632,7
 Zhou   Zhou ,Partially Ordered Mixed Hidden Markov Model for the Disablement Process of Older Adults,606,13
 Zhou   Zhou ,A Generalized Fellegi–Sunter Framework for Multiple Record Linkage With Application to Homicide Record Systems,592,18
 Zhou   Zhou ,Tracking Multiple Targets Using Binary Decisions From Wireless Sensor Networks,400,0
 Zhou   Zhou ,Spline-Based Emulators for Radiative Shock Experiments With Measurement Error,755,7
 Zhou   Zhou ,A Bayesian Reliability Analysis of Neutron-Induced Errors in High Performance Computing Hardware,277,3
 Zhou   Zhou ,Treatment Evaluation With Selective Participation and Ineligibles,539,1
 Zhou   Zhou ,Straight to the Source: Detecting Aggregate Objects in Astronomical Images With Proper Error Control,226,3
 Zhou   Zhou ,Mediation and Spillover Effects in Group-Randomized Trials: A Case Study of the 4Rs Educational Intervention,604,11
 Zhou   Zhou ,A Hierarchical Bayesian Approach for Aerosol Retrieval Using MISR Data,425,2
 Zhou   Zhou ,Bayesian Hierarchical Poisson Regression Models: An Application to a Driving Study With Kinematic Events,656,11
 Zhou   Zhou ,Partially Identified Treatment Effects Under Imperfect Compliance: The Case of Domestic Violence,570,6
 Zhou   Zhou ,A Study of Mexican Free-Tailed Bat Chirp Syllables: Bayesian Functional Mixed Models for Nonstationary Acoustic Time Series,237,7
 Zhou   Zhou ,Effectively Selecting a Target Population for a Future Comparative Study,958,37
 Zhou   Zhou ,Tensor Regression with Applications in Neuroimaging Data Analysis,1863,43
 Zhou   Zhou ,Auxiliary Marker-Assisted Classification in the Absence of Class Identifiers,358,3
 Zhou   Zhou ,Unified Analysis of Secondary Traits in Case–Control Association Studies,348,4
 Zhou   Zhou ,Clustering High-Dimensional Time Series Based on Parallelism,798,1
 Zhou   Zhou ,Bayesian Subset Modeling for High-Dimensional Generalized Linear Models,1342,8
 Zhou   Zhou ,Empirical Bayes Confidence Intervals for Selected Parameters in High-Dimensional Data,1057,3
 Zhou   Zhou ,Oracally Efficient Two-Step Estimation of Generalized Additive Model,608,7
